QIs,k,metric,gen. intensity,granularity,n.u. entropy,record-level sq. err.,att.-level sq. err.
9,2,Loss,0.9528972560518878,0.9683814947837814,0.8776030987476386,0.912868450766412,0.9858928169914257
9,3,Loss,0.9264137239155475,0.9501708322859642,0.8161676604720871,0.8760938557676645,0.9770016715123104
9,4,Loss,0.9095688835842006,0.9379090994377343,0.7795429879314216,0.8543143400259686,0.9719994342167484
9,5,Loss,0.8968809171216169,0.9283021437343995,0.7533530634786478,0.8375101187802406,0.9681419933998019
9,6,Loss,0.8865244961160346,0.9208049042653002,0.733322892155241,0.8241894857817984,0.9651135466746453
9,7,Loss,0.8778623212430648,0.9137688686827795,0.716009356838194,0.8122730613891082,0.9616715913893492
9,8,Loss,0.8703531792517931,0.9077538954737785,0.7023745535286223,0.8019693831910959,0.9602035976927552
9,9,Loss,0.8637164865283026,0.902174503904948,0.6904021715774565,0.791852080120855,0.9579230071386663
9,10,Loss,0.8577174001134614,0.8975134101725458,0.6794256332681001,0.785076512257818,0.9564521334939546
